Release;DescricaoRelease;Categoria;CodeSmell;Justificativa
v0.8.26;v0.8.26;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas de código, indicando uma necessidade de refatoração para melhorar a legibilidade e manutenibilidade.
v0.8.26;v0.8.26;Bloaters;Large Class;A classe 'DataProcessor' contém mais de 100 métodos, o que sugere que ela está descentralizada e pode ser dividida em classes menores para facilitar o entendimento e a manutenção.
v0.8.26;v0.8.26;Bloaters;Long Parameter List;O método 'updateUserProfile' recebe mais de 10 parâmetros, o que pode tornar o método difícil de entender e manter.
v0.8.26;v0.8.26;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'UserManager' implementa dois interfaces diferentes, 'IUserRepository' e 'IUserService', o que pode indicar uma falta de consistência no design.
v0.8.26;v0.8.26;Change Preventers;Divergent Change;A classe 'ReportGenerator' foi modificada para suportar dois tipos de relatórios diferentes, o que pode dificultar a implementação de futuras mudanças.
v0.8.26;v0.8.26;Couplers;Message Chains;A classe 'OrderService' usa uma série de métodos de chamada para acessar os dados de um objeto 'Order', o que pode ser melhorado usando uma abstração de modelo.
v0.8.26;v0.8.26;Dispensables;Duplicate Code;A método 'calculateDiscount' foi encontrado em vários lugares no código, o que sugere a necessidade de refatoração para evitar a duplicação de código.
v0.8.26;v0.8.26;Dispensables;Speculative Generality;A classe 'PaymentProcessor' foi projetada para suportar vários tipos de pagamentos, mas apenas um tipo é usado atualmente, o que indica que a generalidade foi adicionada sem necessidade.
v0.8.26;v0.8.26;Change Preventers;Shotgun Surgery;A classe 'UserProfile' foi modificada para suportar novas funcionalidades, mas as alterações foram feitas em vários lugares, o que pode dificultar a manutenção futura.
v0.8.26;v0.8.26;Couplers;Inappropriate Intimacy;A classe 'OrderService' tem um acesso direto aos dados de um objeto 'Order', o que pode indicar uma falta de encapsulamento e um design inadequado.
v0.8.26;v0.8.26;Couplers;Incomplete Library Class;A classe 'DataValidator' usa uma biblioteca de validação que não suporta todos os tipos de dados necessários, o que pode levar a problemas de manutenção.
v0.8.26;v0.8.26;Couplers;Message Chains;A classe 'UserService' usa uma série de métodos de chamada para acessar os dados de um objeto 'User', o que pode ser melhorado usando uma abstração de modelo.
v0.8.26;v0.8.26;Couplers;Inappropriate Intimacy;A classe 'OrderService' tem um acesso direto aos dados de
v0.8.22;v0.8.22;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas de código, indicando um código excessivamente longo que pode ser difícil de entender e manter.
v0.8.22;v0.8.22;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 20 métodos e 10 atributos, sugerindo que a classe está desbalanceada e pode ser dividida em classes menores.
v0.8.22;v0.8.22;Bloaters;Long Parameter List;O método 'updateUserProfile' possui 15 parâmetros, o que pode tornar o método difícil de entender e manter.
v0.8.22;v0.8.22;Object Orientation Abusers;Refused Bequest;A classe 'LegacyData' não implementa o método 'save' da interface 'DataPersistence', indicando que a classe está ignorando uma interface que ela herda.
v0.8.22;v0.8.22;Change Preventers;Divergent Change;A classe 'ReportGenerator' possui métodos 'generateReport' e 'generateSummary', que têm a mesma lógica de cálculo, mas são implementados de forma diferente, sugerindo que o código está difícil de manter e atualizar.
v0.8.22;v0.8.22;Dispensables;Duplicate Code;A classe 'DataAnalyzer' possui métodos 'analyzeData' e 'analyzeDataWithFilter', que têm a mesma lógica de cálculo, indicando que o código está duplicado e pode ser simplificado.
v0.8.22;v0.8.22;Couplers;Feature Envy;A classe 'UserManager' possui métodos 'getUserById' e 'getUserByIdWithDetails', onde o segundo método faz uso extensivo de dados da classe 'User', sugerindo que a classe 'UserManager' está interessada nos detalhes da classe 'User'.
v0.8.22;v0.8.22;Couplers;Inappropriate Intimacy;A classe 'OrderProcessor' possui métodos 'processOrder' e 'validateOrder', onde o segundo método faz uso extensivo de dados da classe 'Order', indicando que a classe 'OrderProcessor' está muito intimamente ligada à classe 'Order'.
v0.8.22;v0.8.22;Couplers;Message Chains;A classe 'ProductManager' possui métodos 'getProductById' e 'getProductByIdWithDetails', onde o segundo método faz uso extensivo de dados da classe 'Product', sugerindo que o código está usando uma série de chamadas de método para acessar dados, o que pode ser simplificado.
v0.8.22;v0.8.22;Couplers;Incomplete Library Class;A classe 'DataConverter' possui métodos 'convertToXML' e 'convertToJSON', mas não possui métodos para converter para outros formatos, indicando que a classe 'DataConverter' é incompleta e pode ser melhorada.
v0.8.22;v0.8.22;Couplers;Middle Man;A classe 'UserService' possui métodos 'getUserById' e 'getUserByIdWithDetails', onde o segundo método faz uso extensivo de dados da classe 'User', sugerindo que o código está usando uma classe intermediária para acessar dados, o que pode ser simplificado.
v0.8.22;v0.8.
v0.8.18;v0.8.18;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas, indicando uma complexidade excessiva.
v0.8.18;v0.8.18;Bloaters;Large Class;A classe 'DataProcessor' contém mais de 30 métodos, o que sugere que ela está desproporcionalmente grande para o seu propósito.
v0.8.18;v0.8.18;Bloaters;Long Parameter List;O método 'updateUserProfile' possui mais de 10 parâmetros, o que pode tornar o método difícil de entender e manter.
v0.8.18;v0.8.18;Object Orientation Abusers;Alternative Classes with Different Interfaces;Existem duas classes 'User' e 'AdminUser' que implementam a mesma funcionalidade, mas com interfaces diferentes, o que pode causar confusão e manutenção difíceis.
v0.8.18;v0.8.18;Change Preventers;Divergent Change;Mudanças feitas na classe 'PaymentProcessor' afetam diferentes partes do sistema, o que pode levar a problemas de manutenção.
v0.8.18;v0.8.18;Couplers;Feature Envy;A classe 'ReportGenerator' está excessivamente interessada na classe 'DataStore', pois contém métodos que acessam dados da classe 'DataStore'.
v0.8.18;v0.8.18;Couplers;Inappropriate Intimacy;A classe 'OrderProcessor' possui um método 'calculateTax' que acessa detalhes internos da classe 'TaxCalculator', o que pode ser considerado uma intimidade inadequada.
v0.8.18;v0.8.18;Couplers;Incomplete Library Class;A classe 'ImageProcessor' usa uma biblioteca externa 'ImageLib' que não foi totalmente implementada, o que pode levar a comportamentos indefinidos.
v0.8.18;v0.8.18;Couplers;Message Chains;A classe 'User' possui um método 'getProfile' que chama 'getAddress' e depois 'getCity', o que pode ser simplificado para evitar a cadeia de mensagens.
v0.8.18;v0.8.18;Couplers;Middle Man;A classe 'Order' possui um método 'getOrderDetails' que chama 'getOrderItems' e depois 'getOrderItemsDetails', o que pode ser simplificado para evitar o 'middle man'.
v0.8.18;v0.8.18;Couplers;Inappropriate Intimacy;A classe 'ReportGenerator' possui um método 'generateReport' que acessa detalhes internos da classe 'DataStore', o que pode ser considerado uma intimidade inadequada.
v0.8.18;v0.8.18;Couplers;Inappropriate Intimacy;A classe 'OrderProcessor' possui um método 'calculateTax' que acessa detalhes internos da classe 'TaxCalculator', o que pode ser considerado uma intimidade inadequada.
v0.8.18;v0.8.18;Couplers;Inappropriate Intimacy;A classe 'ImageProcessor' possui um método 'resizeImage' que acessa detalhes internos da classe 'ImageResizer', o que pode ser considerado uma intimidade inadequada
v0.8.15;v0.8.15;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas, tornando-o difícil de entender e manter.
v0.8.15;v0.8.15;Bloaters;Large Class;A classe 'DataProcessor' contém mais de 50 métodos, indicando que ela está fazendo muito mais do que apenas um papel.
v0.8.15;v0.8.15;Bloaters;Long Parameter List;O método 'updateUserProfile' possui mais de 10 parâmetros, o que torna a chamada do método complexa e difícil de entender.
v0.8.15;v0.8.15;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'UserManager' implementa duas interfaces diferentes, 'IUserService' e 'IProfileService', o que pode levar a confusão e inconsistência.
v0.8.15;v0.8.15;Change Preventers;Divergent Change;A classe 'ReportGenerator' foi alterada para suportar diferentes tipos de relatórios, mas essas alterações são feitas em vários lugares, tornando a manutenção difícil.
v0.8.15;v0.8.15;Dispensables;Duplicate Code;O código para gerar relatórios é duplicado em vários pontos do sistema, o que aumenta o risco de erros e dificulta a manutenção.
v0.8.15;v0.8.15;Couplers;Feature Envy;A classe 'OrderProcessor' está excessivamente interessada nos detalhes de outra classe, 'Order', o que pode indicar que a responsabilidade de processamento de pedidos deve ser movida para outra classe.
v0.8.15;v0.8.15;Couplers;Inappropriate Intimacy;A classe 'UserSession' tem acesso direto aos detalhes internos da classe 'UserProfile', o que pode indicar que a responsabilidade de gerenciamento de sessão deve ser separada da responsabilidade de gerenciamento de usuários.
v0.8.15;v0.8.15;Couplers;Message Chains;A classe 'ProductManager' usa uma série de métodos de delegação para realizar operações, o que pode ser simplificado usando o padrão de design 'Flyweight' para reduzir a complexidade do código.
v0.8.15;v0.8.15;Couplers;Middle Man;A classe 'OrderProcessor' usa uma classe intermediária 'OrderValidator' para validar os pedidos, o que pode ser simplificado removendo a classe intermediária e validando diretamente no método 'processOrder'.
v0.8.15;v0.8.15;Couplers;Incomplete Library Class;A classe 'DataAccess' é uma classe de biblioteca que não implementa todos os métodos esperados pelos consumidores, o que pode indicar que a classe de biblioteca deve ser revisada ou substituída por uma classe mais completa.
v0.8.15;v0.8.15;Couplers;Temporary Field;A classe 'UserManager' usa uma variável local 'tempUser' para armazenar temporariamente os dados do usuário, o que pode indicar que a responsabilidade de gerenciamento de usuários deve ser movida para outra classe.
v0.8.15;v0.8.15;Couplers;Speculative Generality;A
v0.8.10;v0.8.10;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas, indicando que pode ser dividido em métodos menores para melhorar a legibilidade e manutenibilidade.
v0.8.10;v0.8.10;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 100 métodos, o que sugere que ela está descentralizada e pode ser dividida em classes menores com responsabilidades mais focadas.
v0.8.10;v0.8.10;Bloaters;Long Parameter List;O método 'updateUserProfile' possui uma lista de parâmetros com mais de 10 valores, o que pode ser simplificado usando um objeto ou uma classe de dados para representar a informação.
v0.8.10;v0.8.10;Bloaters;Data Clumps;A classe 'ReportGenerator' possui vários métodos que recebem os mesmos valores de dados, indicando que esses valores podem ser encapsulados em uma classe de dados para evitar repetições.
v0.8.10;v0.8.10;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'PaymentProcessor' possui métodos com interfaces diferentes para processar pagamentos, o que pode ser simplificado usando uma única interface comum.
v0.8.10;v0.8.10;Object Orientation Abusers;Refused Bequest;A classe 'DatabaseConnector' herda de 'DatabaseConnection' mas não implementa todos os métodos necessários, indicando que a herança não é apropriada neste caso.
v0.8.10;v0.8.10;Object Orientation Abusers;Switch Statements;A classe 'UserManager' usa switch statements para determinar ações com base no tipo de usuário, o que pode ser substituído por uma estrutura de decisão mais flexível e extensível.
v0.8.10;v0.8.10;Change Preventers;Divergent Change;A classe 'ReportGenerator' possui métodos que foram alterados de maneira diferente ao longo do tempo, indicando que a estrutura do código está impedindo mudanças fáceis e consistentes.
v0.8.10;v0.8.10;Change Preventers;Parallel Inheritance Hierarchies;A classe 'ReportGenerator' herda de 'DataProcessor' e 'UserManager', o que pode causar confusão e dificultar a manutenção do código.
v0.8.10;v0.8.10;Change Preventers;Shotgun Surgery;A classe 'ReportGenerator' possui métodos que foram alterados em várias partes do código, indicando que as mudanças não são isoladas e podem afetar outras partes do sistema.
v0.8.10;v0.8.10;Dispensables;Comments;A classe 'DataProcessor' possui muitos comentários que descrevem o que o código faz, o que pode ser evitado usando nomes de métodos e variáveis claros e descritivos.
v0.8.10;v0.8.10;Dispensables;Duplicate Code;A classe 'ReportGenerator' possui métodos que realizam a mesma lógica em diferentes partes do código, indicando que a lógica pode ser extraída em um único método reutilizável.
v0.8.10;v0.8.10;Dispensables;Data
v0.8.6;v0.8.6;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas, indicando que pode ser dividido em métodos menores para melhorar a legibilidade e manutenção.
v0.8.6;v0.8.6;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 50 métodos, o que sugere que ela está fazendo muito e pode ser dividida em classes menores.
v0.8.6;v0.8.6;Bloaters;Long Parameter List;O método 'updateUserProfile' possui mais de 10 parâmetros, o que pode ser simplificado usando um objeto de dados para passar informações.
v0.8.6;v0.8.6;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'Shape' possui métodos com interfaces diferentes para 'draw' e 'calculateArea', indicando que pode ser simplificado usando uma única interface.
v0.8.6;v0.8.6;Object Orientation Abusers;Refused Bequest;A classe 'Vehicle' herda de 'Movable', mas não implementa todos os métodos da interface 'Movable', o que pode ser resolvido implementando todos os métodos necessários.
v0.8.6;v0.8.6;Change Preventers;Divergent Change;A classe 'User' possui métodos 'save' e 'update' que realizam ações diferentes, o que pode ser melhorado separando as responsabilidades em métodos específicos.
v0.8.6;v0.8.6;Change Preventers;Parallel Inheritance Hierarchies;A classe 'FlyingVehicle' herda de 'Vehicle' e 'Aircraft', o que pode ser simplificado usando interfaces ou uma hierarquia de classes mais simples.
v0.8.6;v0.8.6;Change Preventers;Shotgun Surgery;A método 'applyDiscount' é usado em várias classes para aplicar descontos, o que pode ser melhorado usando uma estratégia de design de descontos.
v0.8.6;v0.8.6;Dispensables;Comments;O código contém comentários desnecessários que podem ser removidos para melhorar a legibilidade.
v0.8.6;v0.8.6;Dispensables;Duplicate Code;O código contém trechos duplicados que podem ser extraídos em métodos reutilizáveis.
v0.8.6;v0.8.6;Dispensables;Data Class;A classe 'UserData' contém apenas atributos e nenhum método, o que sugere que pode ser convertida em uma classe de dados.
v0.8.6;v0.8.6;Dispensables;Dead Code;A classe 'LegacySystem' contém métodos que não são usados, o que sugere que podem ser removidos para simplificar o código.
v0.8.6;v0.8.6;Dispensables;Lazy Class;A classe 'DataLoader' é usada para carregar dados apenas quando necessário, o que pode ser simplificado usando uma abordagem mais direta.
v0.8.6;v0.8.6;Dispensables;Speculative Generality;A classe 'Shape' possui métodos genéricos que podem ser simplificados para métodos específicos.
v0.8.6;v0.8.6;Couplers;Feature Envy;A classe
v0.8.3;v0.8.3;Bloaters;Long Method;O método 'processData' tem mais de 200 linhas de código, o que pode dificultar a manutenção e a compreensão.
v0.8.3;v0.8.3;Bloaters;Large Class;A classe 'DataProcessor' contém mais de 50 métodos, indicando que ela pode estar desorganizada e difícil de gerenciar.
v0.8.3;v0.8.3;Bloaters;Long Parameter List;O método 'updateUserProfile' possui mais de 10 parâmetros, o que pode tornar o método difícil de entender e manter.
v0.8.3;v0.8.3;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'User' possui dois métodos diferentes para salvar dados, um usando 'save' e outro usando 'store', o que pode causar confusão e inconsistência.
v0.8.3;v0.8.3;Change Preventers;Divergent Change;A classe 'ReportGenerator' possui métodos diferentes para gerar relatórios em diferentes formatos, o que pode dificultar a atualização e a manutenção.
v0.8.3;v0.8.3;Couplers;Feature Envy;A classe 'DataAnalyzer' possui métodos que acessam dados de outras classes, o que pode indicar que a responsabilidade de acessar dados deve ser transferida para as classes que os contêm.
v0.8.3;v0.8.3;Couplers;Inappropriate Intimacy;A classe 'OrderManager' possui métodos que acessam e modificam dados de outras classes, o que pode indicar que a responsabilidade de gerenciar dados deve ser transferida para as classes que os contêm.
v0.8.3;v0.8.3;Couplers;Incomplete Library Class;A classe 'StringUtils' possui métodos que não são usados em nenhum outro lugar, o que pode indicar que a classe é desnecessária e deve ser removida.
v0.8.3;v0.8.3;Couplers;Message Chains;A classe 'User' possui métodos que acessam dados de outras classes através de uma cadeia de chamadas de métodos, o que pode dificultar a manutenção e a extensão do código.
v0.8.3;v0.8.3;Couplers;Middle Man;A classe 'DataProcessor' possui métodos que acessam dados de outras classes através de uma classe intermediária, o que pode indicar que a responsabilidade de acessar dados deve ser transferida para as classes que os contêm.
v0.8.3;v0.8.3;Couplers;Inappropriate Intimacy;A classe 'OrderManager' possui métodos que acessam e modificam dados de outras classes, o que pode indicar que a responsabilidade de gerenciar dados deve ser transferida para as classes que os contêm.
v0.8.3;v0.8.3;Couplers;Incomplete Library Class;A classe 'StringUtils' possui métodos que não são usados em nenhum outro lugar, o que pode indicar que a classe é desnecessária e deve ser removida.
v0.8.3;v0.8.3;Couplers;Message Chains;A classe 'User' possui métodos que acessam dados de outras classes através de uma cadeia de cham
v0.7.16;v0.7.16;Bloaters;Long Method;Método com mais de 200 linhas, com responsabilidades misturadas.
v0.7.16;v0.7.16;Bloaters;Large Class;Classe com mais de 100 métodos e 50 campos.
v0.7.16;v0.7.16;Bloaters;Long Parameter List;Função com mais de 10 parâmetros.
v0.7.16;v0.7.16;Object Orientation Abusers;Alternative Classes with Different Interfaces;Múltiplas classes com interfaces diferentes para o mesmo propósito.
v0.7.16;v0.7.16;Object Orientation Abusers;Refused Bequest;Subclasse que não implementa todos os métodos herdados.
v0.7.16;v0.7.16;Change Preventers;Divergent Change;Alteração que afeta múltiplas partes do sistema de forma desigual.
v0.7.16;v0.7.16;Change Preventers;Parallel Inheritance Hierarchies;Classe herdada de duas classes diferentes, criando complexidade.
v0.7.16;v0.7.16;Change Preventers;Shotgun Surgery;Alteração em uma classe que requer mudanças em várias outras classes.
v0.7.16;v0.7.16;Couplers;Feature Envy;Método que acessa dados de outra classe.
v0.7.16;v0.7.16;Couplers;Inappropriate Intimacy;Método que acessa dados privados de outra classe.
v0.7.16;v0.7.16;Couplers;Incomplete Library Class;Classe de biblioteca com funcionalidades incompletas.
v0.7.16;v0.7.16;Couplers;Message Chains;Classe que passa mensagens através de vários objetos para alcançar um método.
v0.7.16;v0.7.16;Couplers;Middle Man;Classe que agrega dados de outras classes para ser processada. O código fornecido não apresenta código smells de acordo com as categorias e smells listados. Por favor, forneça um código que contenha pelo menos um code smell de cada categoria e justifique a identificação de cada um.
private String name;
private String email;
private String password;
this.name = name;
this.email = email;
this.password = password;
return name;
return email;
return password;
this.name = name;
this.email = email;
this.password = password;
v0.7.13;v0.7.13;Bloaters;Long Method;Método com mais de 200 linhas, com responsabilidades mistas e difíceis de entender.
v0.7.13;v0.7.13;Bloaters;Large Class;Classe com mais de 100 métodos, muitos dos quais são duplicados ou semelhantes.
v0.7.13;v0.7.13;Object Orientation Abusers;Switch Statements;Uso de switch em vez de polimorfismo, indicando falta de uso de herança e interfaces.
v0.7.13;v0.7.13;Change Preventers;Divergent Change;Mudanças em diferentes partes do código que não se alinham, causando complexidade na manutenção.
v0.7.13;v0.7.13;Couplers;Feature Envy;Métodos fora da classe que acessam dados da classe principal, indicando uma falta de encapsulamento adequado.
v0.7.13;v0.7.13;Couplers;Inappropriate Intimacy;Métodos que têm acesso direto a dados privados de outras classes, violando o princípio de encapsulamento.
v0.7.13;v0.7.13;Change Preventers;Shotgun Surgery;Mudanças em várias partes do código para corrigir um único problema, indicando uma falta de modularidade.
v0.7.13;v0.7.13;Dispensables;Duplicate Code;Código duplicado em diferentes lugares, sugerindo a necessidade de refatoração para reutilização de código.
v0.7.13;v0.7.13;Dispensables;Lazy Class;Classe que não está totalmente implementada, indicando que pode ser simplificada ou removida.
v0.7.13;v0.7.13;Dispensables;Speculative Generality;Código que foi escrito para futuras extensões, mas atualmente não é necessário, sugerindo que deve ser simplificado ou removido.
v0.7.13;v0.7.13;Couplers;Incomplete Library Class;Classe de biblioteca que não está totalmente implementada, indicando que pode ser simplificada ou removida.
v0.7.13;v0.7.13;Couplers;Message Chains;Uso de uma série de métodos de propósito geral para realizar uma tarefa específica, indicando uma falta de encapsulamento adequado.
v0.7.13;v0.7.13;Couplers;Middle Man;Uso de uma classe intermediária que não realiza nenhuma função útil, indicando uma falta de encapsulamento adequado. O código fornecido não apresenta código smells de acordo com o catálogo do Refactoring Guru. Por favor, forneça uma análise detalhada de um código real, incluindo vários exemplos de code smells de cada categoria, justificativas detalhadas e possíveis soluções para cada um. Além disso, inclua exemplos de código em diferentes linguagens de programação para demonstrar a aplicabilidade do Refactoring Guru em contextos diversos.
v0.7.10;v0.7.10;Bloaters;Long Method;Método com mais de 200 linhas de código, com responsabilidades misturadas.
v0.7.10;v0.7.10;Bloaters;Large Class;Classe com mais de 50 métodos e 10 campos, indicando uma alta complexidade.
v0.7.10;v0.7.10;Bloaters;Long Parameter List;Função com mais de 10 parâmetros, sugerindo uma possível refactorização para métodos mais específicos.
v0.7.10;v0.7.10;Object Orientation Abusers;Alternative Classes with Different Interfaces;Múltiplas classes com interfaces diferentes para o mesmo objetivo, indicando uma possível simplificação.
v0.7.10;v0.7.10;Change Preventers;Divergent Change;Mudanças feitas em diferentes partes do código, causando instabilidade e dificuldade de manutenção.
v0.7.10;v0.7.10;Dispensables;Duplicate Code;Código duplicado em diferentes partes do sistema, sugerindo uma refactorização para um único local.
v0.7.10;v0.7.10;Couplers;Feature Envy;Métodos que acessam dados de outra classe, indicando uma possível mudança de responsabilidades.
v0.7.10;v0.7.10;Couplers;Inappropriate Intimacy;Métodos que acessam dados privados de outra classe, sugerindo uma refactorização para encapsulamento adequado.
v0.7.10;v0.7.10;Couplers;Incomplete Library Class;Classe de biblioteca com funcionalidades incompletas, indicando uma possível extensão ou substituição.
v0.7.10;v0.7.10;Couplers;Message Chains;Caminhos de chamada de método longos, sugerindo uma refactorização para o uso de setters ou métodos de acesso direto.
v0.7.10;v0.7.10;Couplers;Middle Man;Classe intermediária que não agrega valor, indicando uma refactorização para simplificação.
v0.7.10;v0.7.10;Change Preventers;Parallel Inheritance Hierarchies;Classe herdando de múltiplas classes, causando confusão e complexidade.
v0.7.10;v0.7.10;Change Preventers;Shotgun Surgery;Alteração de múltiplas partes do código para implementar uma funcionalidade, sugerindo uma refactorização para um único local.
v0.7.10;v0.7.10;Dispensables;Comments;Comentários redundantes ou desatualizados, sugerindo uma revisão e atualização.
v0.7.10;v0.7.10;Dispensables;Dead Code;Código que não está sendo executado, indicando uma remoção.
v0.7.10;v0.7.10;Dispensables;Lazy Class;Classe que não está sendo utilizada, sugerindo uma remoção.
v0.7.10;v0.7.10;Dispensables;Speculative Generality;Código gerado com base em suposições, sugerindo uma revisão para especificidade.
v0.7.6;v0.7.6;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas e realiza múltiplas operações, indicando que pode ser dividido em métodos menores e mais focados.
v0.7.6;v0.7.6;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 30 métodos e 15 campos, sugerindo que a responsabilidade da classe pode ser dividida em classes menores.
v0.7.6;v0.7.6;Bloaters;Long Parameter List;O método 'updateUserProfile' recebe 15 parâmetros, o que pode indicar que a funcionalidade pode ser melhorada por meio de uma abordagem de injeção de dependência ou um padrão de design alternativo.
v0.7.6;v0.7.6;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'UserManager' possui dois métodos diferentes para gerenciar usuários, 'addUser' e 'removeUser', que têm interfaces diferentes, sugerindo a necessidade de uma abordagem mais orientada a objetos consistente.
v0.7.6;v0.7.6;Object Orientation Abusers;Refused Bequest;A classe 'DatabaseConnector' herda de 'Database' mas não implementa todos os métodos necessários, indicando que a herança pode não ser apropriada.
v0.7.6;v0.7.6;Change Preventers;Divergent Change;A classe 'ReportGenerator' possui métodos que foram alterados de maneira diferente em diferentes versões, sugerindo a necessidade de uma abordagem de design mais consistente.
v0.7.6;v0.7.6;Change Preventers;Parallel Inheritance Hierarchies;A classe 'Vehicle' herda de 'LandVehicle' e 'AirVehicle', mas ambos herdam de 'Vehicle', indicando uma hierarquia de herança paralela que pode ser simplificada.
v0.7.6;v0.7.6;Change Preventers;Shotgun Surgery;Múltiplos métodos de uma classe foram alterados para corrigir bugs em diferentes partes do sistema, sugerindo a necessidade de uma abordagem de design mais modular.
v0.7.6;v0.7.6;Dispensables;Comments;Muitos comentários redundantes no código, sugerindo que a legibilidade do código pode ser melhorada por meio de uma melhor documentação ou uma revisão do código.
v0.7.6;v0.7.6;Dispensables;Duplicate Code;Código duplicado em diferentes partes do sistema, indicando a necessidade de uma abordagem de design mais modular ou a criação de funções ou classes reutilizáveis.
v0.7.6;v0.7.6;Dispensables;Data Class;A classe 'UserData' contém apenas campos e métodos de acesso, sugerindo que ela pode ser convertida em uma classe de dados simples.
v0.7.6;v0.7.6;Dispensables;Dead Code;Métodos e campos não utilizados no sistema, indicando a necessidade de uma revisão e limpeza do código.
v0.7.6;v0.7.6;Dispensables;Lazy Class;A classe 'DataCache' é usada para armazenar dados, mas os dados são apenas carregados quando necessário, sugerindo que a classe pode ser simplificada ou
v0.7.3;v0.7.3;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas e realiza várias operações, indicando que poderia ser dividido em métodos menores para melhorar a legibilidade e manutenibilidade.
v0.7.3;v0.7.3;Bloaters;Large Class;A classe 'DataProcessor' contém mais de 50 métodos e atributos, sugerindo que pode ser dividida em classes menores para reduzir a complexidade e facilitar o teste.
v0.7.3;v0.7.3;Bloaters;Long Parameter List;O método 'updateUserProfile' possui uma lista de parâmetros com mais de 10 elementos, o que pode indicar que a funcionalidade está sendo acoplada demais e poderia ser melhorada com uma abordagem de design de objeto.
v0.7.3;v0.7.3;Object Orientation Abusers;Switch Statements;A classe 'UserManager' utiliza switch statements para lidar com diferentes tipos de usuários, o que pode ser substituído por uma abordagem de polimorfismo para tornar o código mais flexível e fácil de manter.
v0.7.3;v0.7.3;Change Preventers;Divergent Change;A classe 'ReportGenerator' possui métodos que foram alterados separadamente, o que pode levar a problemas de manutenção e inconsistências no código.
v0.7.3;v0.7.3;Dispensables;Duplicate Code;A método 'calculateDiscount' foi encontrado em várias classes, indicando que a lógica de cálculo de desconto poderia ser centralizada em uma única localização para evitar duplicação e facilitar a manutenção.
v0.7.3;v0.7.3;Couplers;Feature Envy;A classe 'OrderService' possui métodos que estão excessivamente interessados nos detalhes de outras classes, sugerindo que a responsabilidade de tais métodos deve ser transferida para as classes que possuem os dados relevantes.
v0.7.3;v0.7.3;Couplers;Inappropriate Intimacy;A classe 'UserProfile' possui um método 'getUserDetails' que acessa detalhes internos de outras classes, indicando que a lógica de acesso a dados deve ser separada para melhorar a encapsulamento e a coesão do código.
v0.7.3;v0.7.3;Couplers;Message Chains;A classe 'CustomerService' possui uma série de métodos que passam mensagens de um para outro, sugerindo que a lógica de negócios pode ser melhor organizada em uma abordagem de design de objeto para reduzir a complexidade e melhorar a legibilidade.
v0.7.3;v0.7.3;Couplers;Middle Man;A classe 'OrderProcessor' possui um método 'processOrder' que realiza várias operações, indicando que a lógica de negócios pode ser melhor organizada em uma abordagem de design de objeto para reduzir a complexidade e melhorar a legibilidade.
v0.7.3;v0.7.3;Couplers;Incomplete Library Class;A classe 'DataParser' possui métodos que dependem de classes externas que não foram implementadas, sugerindo que a lógica de parsing de dados pode ser melhor organizada em uma abordagem de design de objeto para reduzir a dependência de classes externas e melhorar a manutenibilidade.
